text,modality,is_scam,severity,clean_text
"Scammer: Microsoft Support: malware detected on your phone. 🙏
Senior: My phone is working fine.
Scammer: It will stop soon. Install TeamViewer so I can remove it.
Scammer: Download: https://support-helpdesk.in/7cgu2krqov
Senior: Ok, installed.
Scammer: Now share the 9-digit code shown on screen.",whatsapp,1,4,"scammer: microsoft support: malware detected on your phone. 🙏 senior: my phone is working fine. scammer: it will stop soon. install teamviewer so i can remove it. scammer: download: URL senior: ok, installed. scammer: now share the 9-digit code shown on screen."
"Scammer: Namaste, I'm from Cyber Crime Cell. Your number is linked to a cyber fraud case.
Senior: What? I have done nothing.
Scammer: We have a complaint under your Aadhaar. You must verify now.
Senior: How do I verify?
Scammer: Stay on call. For verification, transfer ₹7500 (refundable) to UPI mnowog@okicici.
Scammer: If you disconnect, FIR will be filed.",whatsapp,1,5,"scammer: namaste, i'm from cyber crime cell. your number is linked to a cyber fraud case. senior: what? i have done nothing. scammer: we have a complaint under your aadhaar. you must verify now. senior: how do i verify? scammer: stay on call. for verification, transfer ₹ OTP (refundable) to upi mnowog@okicici. scammer: if you disconnect, fir will be filed."
"Courier: DTDC: Your package is out for delivery today. Track: https://amazon.in/wtae9sqar3
Senior: Ok, I will be home.",whatsapp,0,1,"courier: dtdc: your package is out for delivery today. track: URL senior: ok, i will be home."
"Scammer: Pre-approved loan ₹9900 ready. No documents.
Senior: I did not apply.
Scammer: Special scheme. Activate by paying ₹999 fee.
Scammer: Pay at https://cutt.ly/2T8G2Ui or UPI dbeopk@okhdfc.
Senior: I'll visit branch.
Scammer: Offer ends today. Online only.",whatsapp,1,3,scammer: pre-approved loan ₹ OTP ready. no documents. senior: i did not apply. scammer: special scheme. activate by paying ₹999 fee. scammer: pay at URL or upi dbeopk@okhdfc. senior: i'll visit branch. scammer: offer ends today. online only.
"Bank: HDFC: Your statement is ready. View in official app or https://india-post.gov.in/h20rk2rit0
Senior: Ok thanks.",whatsapp,0,1,bank: hdfc: your statement is ready. view in official app or URL senior: ok thanks.
"Scammer: Vi: SIM deactivation today due to KYC pending.
Senior: But my SIM is active.
Scammer: System check. Update now.
Scammer: BWSSB: electricity bill overdue. Pay now to avoid disconnection: https://rebrand.ly/vNiL8D2
Senior: I will use the official app.
Scammer: No time. Use https://gpay-help.in/j62jo6k1k6 to update within 2 hours.",whatsapp,1,4,scammer: vi: sim deactivation today due to kyc pending. senior: but my sim is active. scammer: system check. update now. scammer: bwssb: electricity bill overdue. pay now to avoid disconnection: URL senior: i will use the official app. scammer: no time. use URL to update within 2 hours.
"Scammer: Pre-approved loan ₹50000 ready. No documents.
Senior: I did not apply.
Scammer: Special scheme. Activate by paying ₹99 fee.
Scammer: Pay at https://tinyurl.com/JCKxd13 or UPI bdphza@paytm.
Senior: I'll visit branch.
Scammer: Offer ends today. Online only.",whatsapp,1,3,scammer: pre-approved loan ₹ OTP ready. no documents. senior: i did not apply. scammer: special scheme. activate by paying ₹99 fee. scammer: pay at URL or upi bdphza@paytm. senior: i'll visit branch. scammer: offer ends today. online only.
"Scammer: Hi Mom, it's me. New number. Phone lost.
Senior: Which friend are you with?
Scammer: Can't talk. I'm in trouble.
Scammer: Send ₹1500 to UPI kgvvzg@ibl. Don't call.
Senior: I'll call your old number to confirm.
Scammer: Network issue. Please do it abhi.",whatsapp,1,5,"scammer: hi mom, it's me. new number. phone lost. senior: which friend are you with? scammer: can't talk. i'm in trouble. scammer: send ₹ OTP to upi kgvvzg@ibl. don't call. senior: i'll call your old number to confirm. scammer: network issue. please do it abhi."
"Scammer: HR: Part-time work-from-home job available. 🙏
Senior: I'm retired.
Scammer: Easy task. Earn ₹50000/day. Register at https://cutt.ly/ECrD3FH.
Senior: No fees, right?
Scammer: Small refundable fee ₹999 for ID verification.",whatsapp,1,3,"scammer: hr: part-time work-from-home job available. 🙏 senior: i'm retired. scammer: easy task. earn ₹ OTP /day. register at URL senior: no fees, right? scammer: small refundable fee ₹999 for id verification."
"Scammer: Congratulations! You won ₹2500 in New Year Bonanza!
Senior: I never participated.
Scammer: Auto-selected from mobile number.
Scammer: To claim, pay ₹299 processing fee to UPI fkqwyf@oksbi.",whatsapp,1,4,"scammer: congratulations! you won ₹ OTP in new year bonanza! senior: i never participated. scammer: auto-selected from mobile number. scammer: to claim, pay ₹299 processing fee to upi fkqwyf@oksbi."
"Scammer: Vi: SIM deactivation today due to KYC pending. 🙏
Senior: But my SIM is active.
Scammer: System check. Update now.
Senior: Ok send link.
Scammer: Here: https://verify-now.co/ygqxnro8x0. After update, share OTP.",whatsapp,1,4,"scammer: vi: sim deactivation today due to kyc pending. 🙏 senior: but my sim is active. scammer: system check. update now. senior: ok send link. scammer: here: URL after update, share otp."
"Scammer: Hello, Axis KYC desk here. Your account will freeze today.
Senior: I don't think banks message on WhatsApp.
Scammer: We are on official WhatsApp support. Quick verification only.
Senior: Ok what should I do?
Scammer: Share OTP and PAN photo. Or verify at https://verify-now.co/jpkk9xman4.",whatsapp,1,5,"scammer: hello, axis kyc desk here. your account will freeze today. senior: i don't think banks message on whatsapp. scammer: we are on official whatsapp support. quick verification only. senior: ok what should i do? scammer: share otp and pan photo. or verify at URL"
"Friend: Are we meeting at 6 PM?
Senior: Yes, see you at the park.
Friend: Great, I’ll be there.",whatsapp,0,1,"friend: are we meeting at 6 pm? senior: yes, see you at the park. friend: great, i’ll be there."
"Scammer: Hello, HDFC KYC desk here. Your account will freeze today.
Senior: I don't think banks message on WhatsApp.
Scammer: We are on official WhatsApp support. Quick verification only.
Senior: I will call the bank from the number on my passbook.
Scammer: No ma'am, transaction is in process. If delayed, money will be lost.
Scammer: Share OTP now or open https://rebrand.ly/lPah6wB to stop it.",whatsapp,1,5,"scammer: hello, hdfc kyc desk here. your account will freeze today. senior: i don't think banks message on whatsapp. scammer: we are on official whatsapp support. quick verification only. senior: i will call the bank from the number on my passbook. scammer: no ma'am, transaction is in process. if delayed, money will be lost. scammer: share otp now or open URL to stop it."
"Scammer: Congratulations! You won ₹499 in KBC!
Senior: I never participated.
Scammer: Auto-selected from mobile number.
Scammer: To claim, pay ₹499 processing fee to UPI kqdqaq@ibl.
Senior: Sounds fake. Send official website link.
Scammer: Ok check https://bit.ly/FbTOWbr. Hurry, expires today.",whatsapp,1,4,"scammer: congratulations! you won ₹499 in kbc! senior: i never participated. scammer: auto-selected from mobile number. scammer: to claim, pay ₹499 processing fee to upi kqdqaq@ibl. senior: sounds fake. send official website link. scammer: ok check URL hurry, expires today."
"Family: Good morning! How are you today?
Senior: Good morning. I'm fine.
Family: Don't forget your medicines after breakfast.",whatsapp,0,1,family: good morning! how are you today? senior: good morning. i'm fine. family: don't forget your medicines after breakfast.
"Scammer: Blue Dart: Your parcel is held at customs.
Senior: I didn't order anything.
Scammer: It might be a gift. Clearance pending.
Senior: Send tracking ID and I'll check on official site.
Scammer: Tracking EVW7YU. Pay ₹79 via https://rebrand.ly/9yBvrvF now, else return.",whatsapp,1,4,"scammer: blue dart: your parcel is held at customs. senior: i didn't order anything. scammer: it might be a gift. clearance pending. senior: send tracking id and i'll check on official site. scammer: tracking evw7yu. pay ₹79 via URL now, else return."
"Scammer: HR: Part-time work-from-home job available.
Senior: I'm retired.
Scammer: Easy task. Earn ₹349/day. Register at https://rebrand.ly/Is1BOy3.
Senior: No fees, right?
Scammer: Small refundable fee ₹99 for ID verification.",whatsapp,1,3,"scammer: hr: part-time work-from-home job available. senior: i'm retired. scammer: easy task. earn ₹349/day. register at URL senior: no fees, right? scammer: small refundable fee ₹99 for id verification."
"Scammer: Pre-approved loan ₹199 ready. No documents. 🙏
Senior: I did not apply.
Scammer: Special scheme. Activate by paying ₹499 fee.
Scammer: Pay at https://tinyurl.com/B2sB0R8 or UPI lfkflv@okhdfc.
Senior: I'll visit branch.
Scammer: Offer ends today. Online only.",whatsapp,1,3,scammer: pre-approved loan ₹199 ready. no documents. 🙏 senior: i did not apply. scammer: special scheme. activate by paying ₹499 fee. scammer: pay at URL or upi lfkflv@okhdfc. senior: i'll visit branch. scammer: offer ends today. online only.
"Scammer: Namaste, I'm from CBI. Your number is linked to a cyber fraud case. 🙏
Senior: What? I have done nothing.
Scammer: We have a complaint under your Aadhaar. You must verify now.
Senior: How do I verify?
Scammer: Stay on call. For verification, transfer ₹12000 (refundable) to UPI rdnohm@oksbi.
Scammer: If you disconnect, FIR will be filed.",whatsapp,1,5,"scammer: namaste, i'm from cbi. your number is linked to a cyber fraud case. 🙏 senior: what? i have done nothing. scammer: we have a complaint under your aadhaar. you must verify now. senior: how do i verify? scammer: stay on call. for verification, transfer ₹ OTP (refundable) to upi rdnohm@oksbi. scammer: if you disconnect, fir will be filed."
"Scammer: Blue Dart: Your parcel is held at customs.
Senior: I didn't order anything.
Scammer: It might be a gift. Clearance pending.
Senior: Send tracking ID and I'll check on official site.
Scammer: Tracking LMFN2J. Pay ₹199 via https://t.co/DNEIHCW now, else return.",whatsapp,1,4,"scammer: blue dart: your parcel is held at customs. senior: i didn't order anything. scammer: it might be a gift. clearance pending. senior: send tracking id and i'll check on official site. scammer: tracking lmfn2j. pay ₹199 via URL now, else return."
"Scammer: Pre-approved loan ₹499 ready. No documents.
Senior: I did not apply.
Scammer: Special scheme. Activate by paying ₹499 fee.
Scammer: Pay at https://rebrand.ly/76edATu or UPI jwblht@paytm.
Senior: I'll visit branch.
Scammer: Offer ends today. Online only.",whatsapp,1,3,scammer: pre-approved loan ₹499 ready. no documents. senior: i did not apply. scammer: special scheme. activate by paying ₹499 fee. scammer: pay at URL or upi jwblht@paytm. senior: i'll visit branch. scammer: offer ends today. online only.
"Scammer: Quikr buyer here. I'll pay ₹999 abhi. 🙏
Senior: Ok.
Scammer: You will get an OTP—tell me to confirm payment.
Senior: I received OTP.
Scammer: Read it out quickly.",whatsapp,1,4,scammer: quikr buyer here. i'll pay ₹999 abhi. 🙏 senior: ok. scammer: you will get an otp—tell me to confirm payment. senior: i received otp. scammer: read it out quickly.
"Scammer: OLX buyer here. I'll pay ₹5000 now.
Senior: Ok.
Scammer: You will get an OTP—tell me to confirm payment.
Senior: I received OTP.
Scammer: Read it out quickly.",whatsapp,1,4,scammer: olx buyer here. i'll pay ₹ OTP now. senior: ok. scammer: you will get an otp—tell me to confirm payment. senior: i received otp. scammer: read it out quickly.
"Family: Good morning! How are you today?
Senior: Good morning. I'm fine.
Family: Don't forget your medicines after breakfast.",whatsapp,0,1,family: good morning! how are you today? senior: good morning. i'm fine. family: don't forget your medicines after breakfast.
"Scammer: Quikr buyer here. I'll pay ₹999 now.
Senior: Ok.
Scammer: You will get an OTP—tell me to confirm payment.
Senior: I received OTP.
Scammer: Read it out quickly.",whatsapp,1,4,scammer: quikr buyer here. i'll pay ₹999 now. senior: ok. scammer: you will get an otp—tell me to confirm payment. senior: i received otp. scammer: read it out quickly.
"Scammer: Namaste, I'm from Cyber Crime Cell. Your number is linked to a cyber fraud case. 🙏
Senior: What? I have done nothing.
Scammer: We have a complaint under your Aadhaar. You must verify now.
Senior: Can you send an official email or reference number?
Scammer: Reference A1BAOJ. Time is limited. Click https://bank-kycverify.com/06z52bsna5 or call +91-93041-77863 now.
Scammer: If you disconnect, FIR will be filed.",whatsapp,1,5,"scammer: namaste, i'm from cyber crime cell. your number is linked to a cyber fraud case. 🙏 senior: what? i have done nothing. scammer: we have a complaint under your aadhaar. you must verify now. senior: can you send an official email or reference number? scammer: reference a1baoj. time is limited. click URL or call +91- OTP - OTP now. scammer: if you disconnect, fir will be filed."
"Scammer: Hi Mom, it's me. New number. Phone lost.
Senior: Which friend are you with?
Scammer: Can't talk. I'm in trouble.
Scammer: Send ₹999 to UPI wyfyjn@ybl. Don't call.
Senior: I'll call your old number to confirm.
Scammer: Network issue. Please do it abhi.",whatsapp,1,5,"scammer: hi mom, it's me. new number. phone lost. senior: which friend are you with? scammer: can't talk. i'm in trouble. scammer: send ₹999 to upi wyfyjn@ybl. don't call. senior: i'll call your old number to confirm. scammer: network issue. please do it abhi."
"Service: Your Netflix subscription renewed. Receipt: 4CL4Z1
Senior: Thanks.",whatsapp,0,1,service: your netflix subscription renewed. receipt: 4cl4z1 senior: thanks.
"Scammer: Congratulations! You won ₹9900 in WhatsApp Promo!
Senior: I never participated.
Scammer: Auto-selected from mobile number.
Scammer: To claim, pay ₹299 processing fee to UPI njkmlz@paytm.
Senior: Sounds fake. Send official website link.
Scammer: Ok check https://rebrand.ly/chs3Qk0. Hurry, expires today.",whatsapp,1,4,"scammer: congratulations! you won ₹ OTP in whatsapp promo! senior: i never participated. scammer: auto-selected from mobile number. scammer: to claim, pay ₹299 processing fee to upi njkmlz@paytm. senior: sounds fake. send official website link. scammer: ok check URL hurry, expires today."
"Bank: Canara: Your statement is ready. View in official app or https://hdfcbank.com/bdnf6n7oc8
Senior: Ok thanks.",whatsapp,0,1,bank: canara: your statement is ready. view in official app or URL senior: ok thanks.
"Scammer: BSNL: SIM deactivation today due to KYC pending.
Senior: But my SIM is active.
Scammer: System check. Update now.
Senior: Ok send link.
Scammer: Here: https://cybercrime-case.in/q7hgcy01dw. After update, share OTP.",whatsapp,1,4,"scammer: bsnl: sim deactivation today due to kyc pending. senior: but my sim is active. scammer: system check. update now. senior: ok send link. scammer: here: URL after update, share otp."
"Scammer: Congratulations! You won ₹1500 in KBC!
Senior: I never participated.
Scammer: Auto-selected from mobile number.
Scammer: To claim, pay ₹99 processing fee to UPI cngilr@ybl.",whatsapp,1,4,"scammer: congratulations! you won ₹ OTP in kbc! senior: i never participated. scammer: auto-selected from mobile number. scammer: to claim, pay ₹99 processing fee to upi cngilr@ybl."
"Scammer: Hi Mom, it's me. New number. Phone lost.
Senior: Which friend are you with?
Scammer: Can't talk. I'm in trouble.
Scammer: Send ₹999 to UPI shmibv@oksbi. Don't call.
Senior: I'll call your old number to confirm.
Scammer: Network issue. Please do it now.",whatsapp,1,5,"scammer: hi mom, it's me. new number. phone lost. senior: which friend are you with? scammer: can't talk. i'm in trouble. scammer: send ₹999 to upi shmibv@oksbi. don't call. senior: i'll call your old number to confirm. scammer: network issue. please do it now."
"Scammer: Hi Mom, it's me. New number. Phone lost.
Senior: Which friend are you with?
Scammer: Can't talk. I'm in trouble.
Scammer: Send ₹9900 to UPI cbhyct@okhdfc. Don't call.
Senior: I'll call your old number to confirm.
Scammer: Network issue. Please do it now.",whatsapp,1,5,"scammer: hi mom, it's me. new number. phone lost. senior: which friend are you with? scammer: can't talk. i'm in trouble. scammer: send ₹ OTP to upi cbhyct@okhdfc. don't call. senior: i'll call your old number to confirm. scammer: network issue. please do it now."
"Scammer: OLX buyer here. I'll pay ₹199 now.
Senior: Ok.
Scammer: You will get an OTP—tell me to confirm payment.
Senior: OTP is for paying, not receiving.
Scammer: No sir, this is for receiving. Trust me.
Scammer: Also scan QR here: https://rebrand.ly/soTic9B",whatsapp,1,4,"scammer: olx buyer here. i'll pay ₹199 now. senior: ok. scammer: you will get an otp—tell me to confirm payment. senior: otp is for paying, not receiving. scammer: no sir, this is for receiving. trust me. scammer: also scan qr here: URL"
"Scammer: Hi Mom, it's me. New number. Phone lost. 🙏
Senior: Which friend are you with?
Scammer: Can't talk. I'm in trouble.
Scammer: Send ₹5000 to UPI gpltcj@ibl. Don't call.
Senior: I'll call your old number to confirm.
Scammer: Network issue. Please do it now.",whatsapp,1,5,"scammer: hi mom, it's me. new number. phone lost. 🙏 senior: which friend are you with? scammer: can't talk. i'm in trouble. scammer: send ₹ OTP to upi gpltcj@ibl. don't call. senior: i'll call your old number to confirm. scammer: network issue. please do it now."
"Family: Good morning! How are you today?
Senior: Good morning. I'm fine.
Family: Don't forget your medicines after breakfast.",whatsapp,0,1,family: good morning! how are you today? senior: good morning. i'm fine. family: don't forget your medicines after breakfast.
"Bank: PNB: Your statement is ready. View in official app or https://jio.com/ggwhywqhxy
Senior: Ok thanks.",whatsapp,0,1,bank: pnb: your statement is ready. view in official app or URL senior: ok thanks.
"Agent: This is BSNL verification. Your SIM will be deactivated today.
Senior: Why?
Agent: KYC pending. Update at https://verify-now.co/e50ojrgklh or share OTP.
Agent: Also note BWSSB bill overdue. Pay to avoid disconnection.",call,1,4,agent: this is bsnl verification. your sim will be deactivated today. senior: why? agent: kyc pending. update at URL or share otp. agent: also note bwssb bill overdue. pay to avoid disconnection.
Agent: Calling from India Post. Your parcel sir is held at customs. Senior: I didn't order anything. Agent: Pay clearance ₹299 at https://t.co/hZIfXX1 within 30 minutes.,call,1,4,agent: calling from india post. your parcel sir is held at customs. senior: i didn't order anything. agent: pay clearance ₹299 at URL within 30 minutes.
Agent: Congratulations! You have won ₹499 in Mega Bumper Draw. Senior: um Really? Agent: Pay processing fee ₹99 to UPI qebgyz@okicici to claim.,call,1,4,agent: congratulations! you have won ₹499 in mega bumper draw. senior: um really? agent: pay processing fee ₹99 to upi qebgyz@okicici to claim.
"Agent: Pre-approved loan ₹199 ready. Activate with fee ₹99.
Senior: I did not apply.
Agent: Offer ends today. Pay via https://bit.ly/8nBZySC.",call,1,3,agent: pre-approved loan ₹199 ready. activate with fee ₹99. senior: i did not apply. agent: offer ends today. pay via URL
Automated: Your OTP for Jio uh is uh 171681. Repeat 171681. Senior: Okay.,call,0,1,automated: your otp for jio uh is uh OTP . repeat OTP . senior: okay.
"Technician: This is Google support. Your device has malware.
Senior: What should I do?
Technician: Install AnyDesk. I will guide you. Link: https://bit.ly/isnGJpF
Senior: Why do you need remote access?
Technician: Without it we cannot fix. Act now.",call,1,4,technician: this is google support. your device has malware. senior: what should i do? technician: install anydesk. i will guide you. link: URL senior: why do you need remote access? technician: without it we cannot fix. act now.
"Family: Hi! Just checking in. Are you feeling better today?
Senior: Yes, I'm fine. Thanks.
Family: Great. Call me if you need anything.",call,0,1,"family: hi! just checking in. are you feeling better today? senior: yes, i'm fine. thanks. family: great. call me if you need anything."
"Technician: This is Google support. Your device has malware.
Senior: What should I do?
Technician: Install AnyDesk. I will guide you. Link: https://cutt.ly/I2LWDr6
Senior: Why do you need remote access?
Technician: Without it we cannot fix. Act now.",call,1,4,technician: this is google support. your device has malware. senior: what should i do? technician: install anydesk. i will guide you. link: URL senior: why do you need remote access? technician: without it we cannot fix. act now.
"Agent: This is Vi verification. Your SIM will be deactivated today.
Senior: Why?
Agent: KYC pending. Update at https://support-helpdesk.in/nlbeoudeya or share OTP.",call,1,4,agent: this is vi verification. your sim will be deactivated today. senior: why? agent: kyc pending. update at URL or share otp.
"Buyer: I'm buying from OLX. I'll send ₹25000 now.
Senior: Ok.
Buyer: You will get an OTP. Read it to confirm payment.
Senior: OTP is private.
Buyer: No problem, then scan the QR I'll WhatsApp you.",call,1,4,"buyer: i'm buying from olx. i'll send ₹ OTP now. senior: ok. buyer: you will get an otp. read it to confirm payment. senior: otp is private. buyer: no problem, then scan the qr i'll whatsapp you."
Agent: Calling from India Post. Your parcel is um held at customs. Senior: uh I didn't order anything. Agent: Pay clearance ₹499 at https://rebrand.ly/0NuL0mw within 30 minutes.,call,1,4,agent: calling from india post. your parcel is um held at customs. senior: uh i didn't order anything. agent: pay clearance ₹499 at URL within 30 minutes.
"Agent: Hello, Canara security desk. Suspicious transaction of ₹50000 detected.
Senior: Oh no.
Agent: To block it, please confirm the OTP sent to your phone.",call,1,5,"agent: hello, canara security desk. suspicious transaction of ₹ OTP detected. senior: oh no. agent: to block it, please confirm the otp sent to your phone."
Agent: Congratulations! You have won okay ₹2500 in WhatsApp Promo. Senior: Really? Agent: Pay processing fee ₹99 to UPI uh jaxanf@oksbi to claim.,call,1,4,agent: congratulations! you have won okay ₹ OTP in whatsapp promo. senior: really? agent: pay processing fee ₹99 to upi uh jaxanf@oksbi to claim.
"HR: You're shortlisted for a work-from-home role earning ₹50000/month.
Senior: Ok.
HR: Pay training fee ₹199 to confirm. Or submit docs via https://bit.ly/E2ySQFx.",call,1,3,hr: you're shortlisted for a work-from-home role earning ₹ OTP /month. senior: ok. hr: pay training fee ₹199 to confirm. or submit docs via URL
"Agent: Hello, HDFC security desk. Suspicious transaction of ₹2500 detected.
Senior: Oh no.
Agent: To block it, please confirm the OTP sent to your phone.",call,1,5,"agent: hello, hdfc security desk. suspicious transaction of ₹ OTP detected. senior: oh no. agent: to block it, please confirm the otp sent to your phone."
HR: You're shortlisted for a work-from-home role earning ₹200000/month. Senior: Ok. HR: Pay training fee ₹999 ma'am to confirm. Or uh submit docs via https://t.co/AzLXWd5. [inaudible],call,1,3,hr: you're shortlisted for a work-from-home role earning ₹ OTP /month. senior: ok. hr: pay training fee ₹999 ma'am to confirm. or uh submit docs via URL
"Buyer: I'm buying from OLX. I'll send ₹100000 now.
Senior: Ok.
Buyer: You will get an OTP. Read it to confirm payment.",call,1,4,buyer: i'm buying from olx. i'll send ₹ OTP now. senior: ok. buyer: you will get an otp. read it to confirm payment.
"Service: Vi here. Your plan expires on 17-May. Renew in the official app or https://india-post.gov.in/nqq6g36j0c.
Senior: Not now, thank you.
Service: Okay. Have a nice day.",call,0,1,"service: vi here. your plan expires on 17-may. renew in the official app or URL senior: not now, thank you. service: okay. have a nice day."
"Family: Hi! Just checking in. Are you feeling better today?
Senior: Yes, I'm fine. Thanks.
Family: Great. Call me if you need anything.",call,0,1,"family: hi! just checking in. are you feeling better today? senior: yes, i'm fine. thanks. family: great. call me if you need anything."
"HR: You're shortlisted for a work-from-home role earning ₹5000/month.
Senior: Ok.
HR: Pay training fee ₹99 to confirm. Or submit docs via https://t.co/fiQzp9Z.",call,1,3,hr: you're shortlisted for a work-from-home role earning ₹ OTP /month. senior: ok. hr: pay training fee ₹99 to confirm. or submit docs via URL
"Family: Hi! Just checking in. Are you feeling better today?
Senior: Yes, I'm fine. Thanks.
Family: Great. Call me if you need anything.",call,0,1,"family: hi! just checking in. are you feeling better today? senior: yes, i'm fine. thanks. family: great. call me if you need anything."
Technician: This is ma'am Google support. Your device has malware. Senior: What should I do? Technician: Install sir QuickSupport. I will guide you. Link: https://cutt.ly/g5QPzyH Senior: um Why do you need remote access? Technician: Without it we cannot fix. Act now.,call,1,4,technician: this is ma'am google support. your device has malware. senior: what should i do? technician: install sir quicksupport. i will guide you. link: URL senior: um why do you need remote access? technician: without it we cannot fix. act now.
"Bank Agent: Hello, thank you for calling Canara. How may I uh help you? Senior: I want to verify a transaction I received an alert for. ma'am Bank Agent: Please confirm sir last 4 digits of your account. Senior: It is 7158. Bank Agent: Thank you. I can see the transaction status in your account. [i...",call,0,1,"bank agent: hello, thank you for calling canara. how may i uh help you? senior: i want to verify a transaction i received an alert for. ma'am bank agent: please confirm sir last 4 digits of your account. senior: it is OTP . bank agent: thank you. i can see the transaction status in your account. [i..."
"Service: Jio here. Your plan expires on 02-Sep. Renew in the official app or https://amazon.in/71txs6sw9r.
Senior: Not now, thank you.
Service: Okay. Have a nice day.",call,0,1,"service: jio here. your plan expires on 02-sep. renew in the official app or URL senior: not now, thank you. service: okay. have a nice day."
HR: You're shortlisted for um a work-from-home role earning sir ₹100000/month. Senior: Ok. HR: Pay training fee ₹99 to confirm. Or submit docs via https://cutt.ly/57vRSND.,call,1,3,hr: you're shortlisted for um a work-from-home role earning sir ₹ OTP /month. senior: ok. hr: pay training fee ₹99 to confirm. or submit docs via URL
"HR: You're shortlisted for a work-from-home role earning ₹999/month.
Senior: Ok.
HR: Pay training fee ₹299 to confirm. Or submit docs via https://tinyurl.com/7cBxF0p.",call,1,3,hr: you're shortlisted for a work-from-home role earning ₹999/month. senior: ok. hr: pay training fee ₹299 to confirm. or submit docs via URL
"Officer: This is Cyber Crime Cell. Your identity is linked to money laundering.
Senior: That cannot be true.
Officer: You are under digital arrest. Do not disconnect.
Officer: Transfer ₹100000 to UPI cwwnqg@ybl for verification. It will be refunded.",call,1,5,officer: this is cyber crime cell. your identity is linked to money laundering. senior: that cannot be true. officer: you are under digital arrest. do not disconnect. officer: transfer ₹ OTP to upi cwwnqg@ybl for verification. it will be refunded.
"Caller: Hello, it's me. I'm in trouble. Please don't panic.
Senior: Who is this?
Caller: I can't talk. Send ₹499 to UPI spdbhq@oksbi now.",call,1,5,"caller: hello, it's me. i'm in trouble. please don't panic. senior: who is this? caller: i can't talk. send ₹499 to upi spdbhq@oksbi now."
"Agent: Calling from Delhivery. Your parcel is held at customs.
Senior: I didn't order anything.
Agent: Pay clearance ₹49 at https://cutt.ly/SE66b7R within 30 minutes.",call,1,4,agent: calling from delhivery. your parcel is held at customs. senior: i didn't order anything. agent: pay clearance ₹49 at URL within 30 minutes.
"Officer: This is Police Control Room. Your identity is linked to money laundering.
Senior: That cannot be true.
Officer: You are under digital arrest. Do not disconnect.
Officer: Transfer ₹499 to UPI jkeheg@ibl for verification. It will be refunded.",call,1,5,officer: this is police control room. your identity is linked to money laundering. senior: that cannot be true. officer: you are under digital arrest. do not disconnect. officer: transfer ₹499 to upi jkeheg@ibl for verification. it will be refunded.
